sample;site;%_seagrass;%_algae;%_epiphyte;shoot_density;Cr;Cs;Hu;Ho;Th;Tc;Ea;Si;Hs;sand;species;diversity;evenness;canopy;leaf;width;no_leaves1
14;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.00;8.00;1.50;4.00
14;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.33;8.00;1.50;5.00
14;Changuu;95.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;95.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;26.67;10.33;1.50;6.00
14;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.67;8.67;1.50;5.00
14;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.67;8.00;1.50;4.00
14;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.33;10.67;1.50;6.00
14;Changuu;95.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;95.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;26.67;10.67;1.50;6.00
14;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.33;9.67;1.50;5.00
15;Changuu;30.00;0.00;0.00;124.00;0.00;0.00;1.50;0.00;7.50;0.00;0.00;21.00;0.00;70.00;3.00;1.80;0.60;14.67;14.67;0.20;1.00
15;Changuu;38.00;0.00;0.00;132.00;0.00;0.00;0.00;0.00;11.40;0.00;0.00;26.60;0.00;62.00;2.00;1.72;0.86;14.00;14.00;0.20;1.00
15;Changuu;42.00;0.00;0.00;144.00;0.00;0.00;0.00;0.00;12.60;0.00;0.00;29.40;0.00;58.00;2.00;1.72;0.86;15.33;15.33;0.20;1.00
15;Changuu;45.00;0.00;0.00;132.00;0.00;0.00;2.25;0.00;11.25;0.00;0.00;31.50;0.00;55.00;3.00;1.80;0.60;13.67;13.67;0.20;1.00
15;Changuu;37.00;0.00;0.00;152.00;0.00;0.00;0.00;0.00;14.80;0.00;0.00;22.20;0.00;63.00;2.00;1.92;0.96;14.33;14.33;0.73;1.00
15;Changuu;35.00;0.00;0.00;136.00;0.00;0.00;0.00;0.00;10.50;0.00;0.00;24.50;0.00;65.00;2.00;1.72;0.86;14.67;14.67;0.20;1.00
15;Changuu;30.00;0.00;0.00;140.00;0.00;0.00;0.00;0.00;12.00;0.00;0.00;18.00;0.00;70.00;2.00;1.92;0.96;13.67;13.67;0.47;1.00
15;Changuu;35.00;0.00;0.00;132.00;0.00;0.00;0.00;0.00;10.50;0.00;0.00;24.50;0.00;65.00;2.00;1.72;0.86;15.00;15.00;0.20;1.00
15;Changuu;40.00;0.00;0.00;140.00;0.00;0.00;0.00;0.00;14.00;0.00;0.00;26.00;0.00;60.00;2.00;1.83;0.92;13.67;13.67;0.20;1.00
15;Changuu;35.00;0.00;0.00;156.00;0.00;0.00;1.75;0.00;8.75;0.00;0.00;24.50;0.00;65.00;3.00;1.80;0.60;12.67;12.67;0.47;1.00
15;Changuu;40.00;0.00;0.00;144.00;0.00;0.00;0.00;0.00;8.00;0.00;0.00;32.00;0.00;60.00;2.00;1.47;0.74;13.33;13.33;0.73;1.00
15;Changuu;32.00;0.00;0.00;152.00;0.00;0.00;1.60;0.00;8.00;0.00;0.00;22.40;0.00;68.00;3.00;1.80;0.60;15.00;15.00;0.20;1.00
15;Changuu;37.00;0.00;0.00;132.00;0.00;0.00;1.85;0.00;5.55;0.00;0.00;29.60;0.00;63.00;3.00;1.50;0.50;14.33;14.33;0.20;1.00
15;Changuu;42.00;0.00;0.00;148.00;0.00;0.00;0.00;0.00;8.40;0.00;0.00;33.60;0.00;58.00;2.00;1.47;0.74;14.67;14.67;0.47;1.00
15;Changuu;40.00;0.00;0.00;140.00;0.00;0.00;0.00;0.00;8.00;0.00;0.00;32.00;0.00;60.00;2.00;1.47;0.74;13.67;13.67;0.20;1.00
15;Changuu;45.00;0.00;0.00;144.00;0.00;0.00;0.00;0.00;13.50;0.00;0.00;31.50;0.00;55.00;2.00;1.72;0.86;12.67;12.67;0.47;1.00
15;Changuu;36.00;0.00;0.00;148.00;0.00;0.00;0.00;0.00;10.80;0.00;0.00;25.20;0.00;64.00;2.00;1.72;0.86;13.33;13.33;0.47;1.00
15;Changuu;35.00;0.00;0.00;132.00;0.00;0.00;0.00;0.00;10.50;0.00;0.00;24.50;0.00;65.00;2.00;1.72;0.86;13.33;13.33;0.20;1.00
15;Changuu;38.00;0.00;0.00;136.00;0.00;0.00;0.00;0.00;7.60;0.00;0.00;30.40;0.00;62.00;2.00;1.47;0.74;13.33;13.33;0.20;1.00
15;Changuu;37.00;0.00;0.00;148.00;0.00;0.00;3.70;0.00;7.40;0.00;0.00;25.90;0.00;63.00;3.00;1.85;0.62;14.33;14.33;0.47;1.00
15;Changuu;40.00;0.00;0.00;128.00;0.00;0.00;2.00;0.00;12.00;0.00;0.00;26.00;0.00;60.00;3.00;1.94;0.65;14.33;14.33;0.47;1.00
15;Changuu;32.00;0.00;0.00;124.00;0.00;0.00;1.60;0.00;11.20;0.00;0.00;19.20;0.00;68.00;3.00;2.06;0.69;13.33;13.33;0.20;1.00
16;Changuu;50.00;0.00;10.00;188.00;0.00;0.00;2.50;0.00;2.50;0.00;0.00;45.00;0.00;50.00;3.00;1.23;0.41;12.00;12.00;0.20;1.00
16;Changuu;55.00;0.00;10.00;168.00;0.00;0.00;2.75;0.00;0.00;0.00;0.00;52.25;0.00;45.00;2.00;1.10;0.55;9.67;9.67;0.20;1.00
16;Changuu;48.00;0.00;5.00;176.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;45.60;0.00;52.00;2.00;1.10;0.55;11.00;11.00;0.20;1.00
16;Changuu;45.00;0.00;10.00;172.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45.00;0.00;55.00;1.00;1.00;1.00;9.33;9.33;0.20;1.00
16;Changuu;50.00;0.00;2.00;160.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;50.00;1.00;1.00;1.00;11.67;11.67;0.20;1.00
16;Changuu;56.00;0.00;5.00;176.00;0.00;0.00;0.00;0.00;2.80;0.00;0.00;53.20;0.00;44.00;2.00;1.10;0.55;9.33;9.33;0.20;1.00
16;Changuu;60.00;0.00;10.00;156.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;57.00;0.00;40.00;2.00;1.10;0.55;11.00;11.00;0.20;1.00
16;Changuu;50.00;0.00;5.00;156.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;50.00;1.00;1.00;1.00;12.33;12.33;0.20;1.00
16;Changuu;55.00;0.00;2.00;188.00;0.00;0.00;2.75;0.00;2.75;0.00;0.00;49.50;0.00;45.00;3.00;1.23;0.41;9.33;9.33;0.20;1.00
16;Changuu;55.00;0.00;8.00;160.00;0.00;0.00;0.00;0.00;2.75;0.00;0.00;52.25;0.00;45.00;2.00;1.10;0.55;12.67;12.67;0.20;1.00
16;Changuu;48.00;0.00;5.00;148.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.00;0.00;52.00;1.00;1.00;1.00;11.33;11.33;0.20;1.00
16;Changuu;60.00;0.00;5.00;176.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;57.00;0.00;40.00;2.00;1.10;0.55;9.00;9.00;0.20;1.00
16;Changuu;52.00;0.00;2.00;188.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;0.00;48.00;1.00;1.00;1.00;11.00;11.00;0.20;1.00
16;Changuu;42.00;0.00;1.00;184.00;0.00;0.00;0.00;0.00;2.10;0.00;0.00;39.90;0.00;58.00;2.00;1.10;0.55;10.67;10.67;0.20;1.00
16;Changuu;55.00;0.00;8.00;156.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;0.00;45.00;1.00;1.00;1.00;10.67;10.67;0.20;1.00
16;Changuu;57.00;0.00;10.00;188.00;0.00;0.00;0.00;0.00;2.85;0.00;0.00;54.15;0.00;43.00;2.00;1.10;0.55;10.33;10.33;0.20;1.00
16;Changuu;50.00;0.00;5.00;172.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;50.00;1.00;1.00;1.00;11.00;11.00;0.20;1.00
16;Changuu;47.00;0.00;2.00;168.00;0.00;0.00;2.35;0.00;2.35;0.00;0.00;42.30;0.00;53.00;3.00;1.23;0.41;10.67;10.67;0.20;1.00
16;Changuu;50.00;0.00;5.00;180.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;47.50;0.00;50.00;2.00;1.10;0.55;10.67;10.67;0.20;1.00
16;Changuu;60.00;0.00;5.00;164.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;0.00;40.00;1.00;1.00;1.00;10.00;10.00;0.20;1.00
16;Changuu;60.00;0.00;5.00;192.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;57.00;0.00;40.00;2.00;1.10;0.55;10.33;10.33;0.20;1.00
16;Changuu;50.00;0.00;5.00;160.00;0.00;0.00;2.50;0.00;2.50;0.00;0.00;45.00;0.00;50.00;3.00;1.23;0.41;12.67;12.67;0.20;1.00
17;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.33;10.33;1.33;4.00
17;Stone Town Bay;100.00;0.00;0.00;144.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.67;11.67;1.33;5.00
17;Stone Town Bay;100.00;0.00;0.00;160.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;13.00;13.00;1.37;4.00
17;Stone Town Bay;100.00;0.00;0.00;152.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.00;10.00;1.37;5.00
17;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.67;11.67;1.20;5.00
17;Stone Town Bay;100.00;0.00;0.00;160.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.33;12.33;1.33;4.00
17;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.00;12.00;1.33;3.00
17;Stone Town Bay;100.00;0.00;0.00;144.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.67;10.67;1.23;3.00
17;Stone Town Bay;100.00;0.00;0.00;152.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;13.67;13.67;1.37;3.00
17;Stone Town Bay;100.00;0.00;0.00;152.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.33;10.33;1.33;4.00
17;Stone Town Bay;100.00;0.00;0.00;152.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.67;11.67;1.37;3.00
17;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.67;11.67;1.27;4.00
17;Stone Town Bay;100.00;0.00;0.00;160.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.33;11.33;1.40;5.00
17;Stone Town Bay;100.00;0.00;0.00;148.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.67;12.67;1.40;4.00
17;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.33;10.33;1.23;4.00
17;Stone Town Bay;100.00;0.00;0.00;144.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.33;11.33;1.40;5.00
17;Stone Town Bay;100.00;0.00;0.00;144.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.33;12.33;1.33;5.00
17;Stone Town Bay;100.00;0.00;0.00;160.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.00;12.00;1.43;3.00
17;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.33;10.33;1.27;3.00
17;Stone Town Bay;100.00;0.00;0.00;160.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.67;11.67;1.40;4.00
17;Stone Town Bay;100.00;0.00;0.00;160.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;10.33;10.33;1.37;5.00
17;Stone Town Bay;100.00;0.00;0.00;164.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;13.00;13.00;1.33;5.00
18;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.67;12.67;1.33;3.00
18;Stone Town Bay;100.00;0.00;0.00;168.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.33;12.33;1.33;4.00
18;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;13.67;13.67;1.43;4.00
18;Stone Town Bay;90.00;0.00;0.00;152.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;14.67;14.67;1.37;3.00
18;Stone Town Bay;90.00;0.00;0.00;148.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;14.00;14.00;1.40;4.00
18;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;13.67;13.67;1.27;4.00
18;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.33;12.33;1.43;5.00
18;Stone Town Bay;90.00;0.00;0.00;152.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;14.33;14.33;1.37;4.00
18;Stone Town Bay;95.00;0.00;0.00;140.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;13.67;13.67;1.30;4.00
18;Stone Town Bay;90.00;0.00;0.00;148.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;12.67;12.67;1.37;3.00
18;Stone Town Bay;80.00;0.00;0.00;152.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;10.33;10.33;1.37;4.00
18;Stone Town Bay;87.00;0.00;0.00;160.00;0.00;87.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.00;1.00;1.00;1.00;11.33;11.33;1.30;5.00
18;Stone Town Bay;90.00;0.00;0.00;144.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;12.67;12.67;1.27;4.00
18;Stone Town Bay;100.00;0.00;0.00;164.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;11.67;11.67;1.43;3.00
18;Stone Town Bay;95.00;0.00;0.00;144.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;13.67;13.67;1.33;3.00
18;Stone Town Bay;96.00;0.00;0.00;140.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;1.00;1.00;1.00;12.33;12.33;1.33;4.00
18;Stone Town Bay;100.00;0.00;0.00;148.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;13.00;13.00;1.37;4.00
18;Stone Town Bay;100.00;0.00;0.00;132.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.00;12.00;1.33;4.00
18;Stone Town Bay;100.00;0.00;0.00;132.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;14.00;14.00;1.40;5.00
18;Stone Town Bay;95.00;0.00;0.00;164.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;14.67;14.67;1.37;4.00
18;Stone Town Bay;100.00;0.00;0.00;156.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;12.00;12.00;1.43;5.00
18;Stone Town Bay;100.00;0.00;0.00;144.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;14.33;14.33;1.30;3.00
19;Stone Town Harbour;100.00;0.00;0.00;128.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;23.67;23.67;1.00;3.00
19;Stone Town Harbour;95.00;0.00;0.00;156.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;19.33;19.33;1.00;4.00
19;Stone Town Harbour;80.00;0.00;0.00;140.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;21.67;21.67;1.00;4.00
19;Stone Town Harbour;80.00;0.00;0.00;156.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;22.00;22.00;1.00;4.00
19;Stone Town Harbour;95.00;0.00;0.00;148.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;22.00;22.00;1.00;4.00
19;Stone Town Harbour;95.00;0.00;0.00;132.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;21.00;21.00;1.00;3.00
19;Stone Town Harbour;90.00;0.00;0.00;148.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;21.67;21.67;1.00;3.00
19;Stone Town Harbour;90.00;0.00;0.00;152.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;21.67;21.67;1.00;3.00
19;Stone Town Harbour;90.00;0.00;0.00;124.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;20.67;20.67;1.00;4.00
19;Stone Town Harbour;95.00;0.00;0.00;120.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;18.67;18.67;1.00;4.00
19;Stone Town Harbour;90.00;0.00;0.00;128.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;20.33;20.33;1.00;4.00
19;Stone Town Harbour;90.00;0.00;0.00;152.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;20.67;20.67;1.00;5.00
19;Stone Town Harbour;90.00;0.00;0.00;124.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;23.33;23.33;1.00;4.00
19;Stone Town Harbour;90.00;0.00;0.00;140.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;23.33;23.33;1.00;4.00
19;Stone Town Harbour;95.00;0.00;0.00;128.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;17.00;17.00;1.00;3.00
19;Stone Town Harbour;95.00;0.00;0.00;124.00;0.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;25.33;25.33;1.00;4.00
19;Stone Town Harbour;90.00;0.00;0.00;144.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;20.00;20.00;1.00;5.00
19;Stone Town Harbour;88.00;0.00;0.00;136.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.00;1.00;1.00;1.00;20.67;20.67;1.00;5.00
19;Stone Town Harbour;90.00;0.00;0.00;132.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;20.33;20.33;1.00;5.00
19;Stone Town Harbour;100.00;0.00;0.00;148.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;25.00;25.00;1.00;4.00
19;Stone Town Harbour;100.00;0.00;0.00;128.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;20.00;20.00;1.00;3.00
19;Stone Town Harbour;100.00;0.00;0.00;140.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;20.33;20.33;1.00;3.00
20;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20;Mwbeni;10.00;0.00;20.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;61.00;61.00;1.60;4.00
20;Mwbeni;13.00;0.00;25.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;13.00;0.00;0.00;87.00;1.00;1.00;1.00;56.00;56.00;1.60;5.00
20;Mwbeni;10.00;0.00;20.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;58.00;58.00;1.60;5.00
20;Mwbeni;13.00;0.00;25.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;13.00;0.00;0.00;87.00;1.00;1.00;1.00;59.33;59.33;1.60;4.00
20;Mwbeni;16.00;0.00;30.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;16.00;0.00;0.00;84.00;1.00;1.00;1.00;61.33;61.33;1.60;5.00
20;Mwbeni;10.00;0.00;20.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;53.67;53.67;1.60;7.00
20;Mwbeni;10.00;0.00;20.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;55.67;55.67;1.60;5.00
20;Mwbeni;16.00;0.00;15.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;16.00;0.00;0.00;84.00;1.00;1.00;1.00;59.67;59.67;1.60;5.00
20;Mwbeni;10.00;0.00;15.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;59.67;59.67;1.60;4.00
20;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20;Mwbeni;10.00;0.00;20.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;59.00;59.00;1.60;6.00
20;Mwbeni;16.00;0.00;20.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;16.00;0.00;0.00;84.00;1.00;1.00;1.00;57.33;57.33;1.60;5.00
20;Mwbeni;13.00;0.00;15.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;13.00;0.00;0.00;87.00;1.00;1.00;1.00;57.67;57.67;1.60;4.00
20;Mwbeni;12.00;0.00;20.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;12.00;0.00;0.00;88.00;1.00;1.00;1.00;52.67;52.67;1.60;5.00
20;Mwbeni;8.00;0.00;12.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;0.00;0.00;92.00;1.00;1.00;1.00;57.33;57.33;1.60;4.00
20;Mwbeni;10.00;0.00;20.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;64.00;64.00;1.60;5.00
20;Mwbeni;10.00;0.00;25.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;60.33;60.33;1.60;4.00
20;Mwbeni;10.00;0.00;15.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;90.00;1.00;1.00;1.00;60.00;60.00;1.60;6.00
20;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21;Mwbeni;100.00;0.00;5.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;9.00;1.50;7.00
21;Mwbeni;100.00;0.00;15.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;43.33;9.33;1.50;8.00
21;Mwbeni;100.00;0.00;20.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.67;10.33;1.50;5.00
21;Mwbeni;100.00;0.00;10.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.33;9.67;1.50;7.00
21;Mwbeni;27.00;0.00;5.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;27.00;0.00;0.00;73.00;1.00;1.00;1.00;55.67;55.67;1.60;4.00
21;Mwbeni;22.00;0.00;10.00;13.00;0.00;11.00;0.00;0.00;0.00;0.00;11.00;0.00;0.00;78.00;2.00;2.00;1.00;59.00;59.00;1.60;5.00
21;Mwbeni;16.00;0.00;20.00;5.00;0.00;1.60;0.00;0.00;0.00;0.00;14.40;0.00;0.00;84.00;2.00;1.22;0.61;64.33;64.33;1.60;4.00
21;Mwbeni;27.00;0.00;20.00;9.00;0.00;8.10;0.00;0.00;0.00;0.00;18.90;0.00;0.00;73.00;2.00;1.72;0.86;65.67;65.67;1.60;4.00
